nee;9;Oud-katholieke kerk;Bagijnhof 21;10.00-17.00;;Jaap Dawson;;06-39251044;ja;ja;Rondleidingen;In 1743 naar ontwerp van Gerard Gise gebouwde oud-katholieke schuilkerk met een zeer weelderig, barok stucinterieur. Altaarstuk van Jacob de Wit uit 1747, voorstellende de 'Opdracht in de Tempel'. Beelden aan weerszijden van het altaar uit 1744, gemaakt door Franciscus Maes. De oorspronkelijke kleuren in het interieur zijn bij een restauratie in 1960 in ere hersteld. Laatste restauratie in 1993. De kerk ligt verscholen op een binnenterrein en is toegankelijk via de kosterswoning. Deze heeft een neogotische voorgevel uit 1881.;
nee;10;Nieuwe Kerk;Markt 80;10.00-17.00;;Rene Strengholt;015-8804887  ;06-17008025;ja;ja;10.30 u Orgelspel door Peter Verhoeks 11.30 u Blazersensemble I Fiati o.l.v. Maarten Karres speelt Johannes Brahms, Serenade opus 18 in Bes groot voor blazersensemble (arr.) 12.30 u Rondleiding (verzamelen voor de preekstoel) 13.30 u Muziek 14.30 u Rondleiding (verzamelen voor de preekstoel) 15.30 u Samenzang o.l.v. Peter Rodenburg (orgel) en koorzang van Hervormd Kerkkoor Delft Toren open van 10.00 tot 16.00 u. Toegang € 1,- (om veiligheidsredenen);Tweede parochiekerk van Delft. De bouw geschiedde in fases van 1383 tot 1510. Toren gebouwd 1396-1496, huidige spits uit 1875. Ingrijpende restauratie midden 20ste eeuw waarbij onder meer het interieur werd ontpleisterd. Monumentaal grafmonument voor Willem van Oranje uit 1614-1622, ontworpen door Hendrick de Keyser. Grafkelders vorstenhuis (niet toegankelijk). Kooromgang met gedenkteken uit 1781 voor de in 1645 overleden Hugo de Groot. Orgel van J. Bätz & Co uit 1837-1840. Gebrandschilderde ramen uit 1927-1936. In westgevel gebrandschilderd raam uit 2006.;
nee;11;Stadsherberg De Mol;Molslaan 104;10.00-17.00;;Mw. A. den Os;015-2121343;;ja;nee;Rondleidingen;In het derde kwart van de 15de eeuw gebouwd als Heilige Geesthuis, o.a. voor huisvesting van daklozen en opslag van aan behoeftige uit te delen goederen en voedingsmiddelen. Eikenhouten balklaag en kap. In oorsprong maar liefst 72 meter diep en doorlopend tot aan de Burgwal. Gedeelte aan Burgwal in 17de eeuw afgesplitst en in 18de eeuw verbouwd als Stadsleenbank. Gedeelte aan zijde Molslaan later bekend als vondelingenhuis waarin ook verlaten kinderen en wezen werden ondergebracht. Vanaf ca. 1600 ca. lange tijd Stadstimmerwerf. Nu restaurant.;
nee;12;Sociëteit Standvastigheid;Phoenixstraat 9;10.00-17.00;;Mw. Kneip;070-3943719;;ja;ja;Rondleidingen;De in 1781 opgerichte burgersociëteit vestigde zich in 1803 in Oude Delft 123. Ter  verhoging van de gezelligheid was er een kegelbaan in de achtertuin. In die tuin werd in 1953 een nieuw onderkomen aan de Phoenixstraat gebouwd in traditionalistische stijl. De begane grond is lang en smal en bevat een kegelbaan. De verdieping met de sociëteitsruimte is veel korter, maar wel iets breder en steekt links uit boven het pad naar de achteringang van Oude Delft 123, nu sociëteit Tyche van de Delftse Studentenbond.  ;
nee;13;Pakschuit ‘Nooit Gedacht’;Passantenhaven Hooikade;10.00-17.00;;G.D. Huizing (secretaris);015-2566512;;ja;nee;Vaart tussen Hooikade 13 en het Kruithuis. Rondleidingen;Zeldzaam voorbeeld van een Zuid-Hollandse pakschuit. Het schip werd in 1904  gebouwd bij scheepswerf Van Dam in Overschie. Het is 19,4 meter lang en 3,4 meter breed. Voor de voortstuwing zorgde een 12 pk Van Rennes-motor met liggende cilinder. Vanaf ongeveer 1915 deed het scheepje dienst bij NV Verenigde Delftsche pakschuitdiensten Balhuizen en Van der Well. Nadat het meer dan 30 jaar als woonboot diende werd de motorpakschuit ‘Nooit Gedacht’ zorgvuldig gerestaureerd.;
nee;14;Marcuskerk;Menno ter Braaklaan 2;10.00-16.00;;Rene Strengholt;015-8804887  ;06-17008025;ja;ja;Koffie en thee staan klaar. Rondleidingen; ;
nee;15;Sacramentskerk (Vredeskerk);Poortlandplein 1;10.00-17.00;;C.J.A. van Winden;015-2564665;;ja;ja;Kleine tentoonstelling over de activiteiten van de kerk. Rondeidingen;Het kerkgebouw uit 1938-1939 is in een sobere traditionalistische bouwstijl ontworpen door H. Thunnissen. Het heeft buitengevels in schoon baksteen metselwerk met enkele onderdelen in op natuursteen lijkende kunststeen, en enige versieringen in baksteen mozaïek. De 25 meter hoge toren heeft een achtzijdige gemetselde spits. Interieur grotendeels oorspronkelijk. Het oudste interieurstuk is een 18de-eeuws marmeren beeld van Maria ten hemelopneming, dat afkomstig is uit Italië.;
nee;16;Mijnbouwplein 11 t/m 135;Mijnbouwplein 11 ;10.00-17.00;;Gerrit Dijkstra;015-2192200;;nee;nee;Tentoonstelling over het pand;;
nee;17;Michiel de Ruyterweg 2 t/m 488;Michiel de Ruyterweg 2;10.00-17.00;;Gerrit Dijkstra;015-2192200;;nee;nee;Tentoonstelling over het pand;;
nee;18;Hoofdgebouw DSM;Alexander Flemminglaan 1;12.00-17.00;;;;;ja;nee;Rondleidingen (doorlopend), Restaurantfaciliteiten van 12.00-17.00 uur. Voor meer informatie www.provinciezuid-holland.nl/herbestemming;;
nee;19;Bierhuis De Klomp;Binnenwatersloot 5;10.00-17.00;12.00-17.00;Heleen Huis;015-2123810;;ja;nee;Op zondagmiddag is er om 15.00 een lezing van Steven Jongma over de opgravingen binnen de spoorzone. Rondleidingen;Pand rond 1550 gebouwd. Oorspronkelijke trapgevel midden negentiende eeuw vervangen door eenvoudige lijstgevel. Op begane grond geruime tijd, na verluid al sinds de 17de eeuw, tot op heden in gebruik als traditioneel ‘bruin’ café. Laatste Delftse café waarin nog bier op ouderwetse wijze in kruiken werd geserveerd. Op begane grond balkenplafond met versierde laatgotische en renaissance consoles. Achter de toog onder het plafond een gewelfje waarop de stookplaats op de verdieping rust. Achterste gedeelte, met daarin 18de-eeuws schouwtje, later toegevoegd.;
nee;20;DSV St. Jansbrug;Oude Delft 50;10.00-17.00 ;12.00-17.00;Steven Puylaert;015-2120619;;ja;nee;Rondleidingen;Groot pand, oorspronkelijk 16de-eeuwse brouwerij 'Int Dubbel Cruys', op haakvormige plattegrond en met oudere kelder. Destijds gecombineerd woon- en bedrijfsgedeelte. Inwendig op begane grond houtskeletconstructie met muurstijlen en schuine korbelen, links ook bij uitkraging boven de poort opzij. ‘Oudhollandse' sporenkap met eiken spanten. Huidige gevel opgetrokken midden 18de eeuw toen het huis werd opgedeeld in twee woningen. In rechtergedeelte aan voorzijde een fraaie stijlkamer. Thans weer één geheel en in gebruik als studentensociëteit;
nee;21;De Witte Roos;Oude Delft 73;10.00-17.00;13.00-17.00;Tjeerd Deelstra;;06-24379124;ja;nee;Zie de metamorfose van Huis de Witte Roos  aan de hand van een ‘schatkaart’ en QR codes.;;
nee;22;De Génestetkerk;Oude Delft 102;10.00-17.00;13.00-17.00;L. Primatesta;015-2123302;;ja;ja;Rondleidingen;Remonstrantse kerk, in neorenaissancestijl ontworpen door L. Couvée. In 1896 gebouwd op binnenterrein ter plaatse van vroegere schuilkerk die in 1639 in een v.m. mouterij was gesticht. Origineel interieur. Orgel uit 1900 gebouwd door fa. Van Dam uit Leeuwarden. Toegang via binnenterrein en grachtenpand met poort uit 1909, ontworpen door architect A. van der Lee. Boven de poort een door prof. A.W.M. Odé vervaardigd portretmedaillon van predikant-dichter P.A. de Génestet (1829-1861) die in de Delftse Remonstrantse kerk werkzaam was.;
nee;23;De Huyterhuis;Oude Delft167;10.00-17.00;12.00-17.00;Marian vd Maarel;015-2608225 ;06-46616770;ja;nee;Doorlopende rondleidingen, interactief met acteurs. Erg leuk voor kinderen.;"Grotendeels rond 1505 gebouwd als zeer groot en luxueus woonhuis voor Jan de Huyter. Diverse vleugels en een traptorentje. Natuurstenen voorgevel met decoratief beeldhouwwerk, voor het merendeel geleverd door de Belgische steenhouwer Le Prince, uitgevoerd in Brabantse late gotiek. Sinds 1645 in bezit van het Hoogheemraadschap van Delfland. In 1645-1652 verbouwd en aan nieuwe functie aangepast. Daarbij is boven de ingang een cartouche met wapenschilden aangebracht. Restauraties onder meer in 1888 en 1931-1933; torentje in 1957 gerestaureerd.";
nee;24;Vleeshal (Koornbeurs);Voldersgracht 1;10.00-17.00;12.00-17.00;A. Bernard;015-2124742;06-17080046;ja;nee;Tentoonstelling over het pand, kinderspeurtocht, diner, muziek.;Vleeshal, in 1650 gebouwd ter plaatse van de middeleeuwse vleeshal waarvan de onderbouw met kelder uit ca. 1300 is behouden. In de kelder kruisribgewelven op zuiltjes. De hal zelf is een hoge ruimte in twee beuken verdeeld door een rij van vier toscaanse zuilen die de zoldering dragen. In de hal controleerde de stad de handel in vlees. De ramen hadden oorspronkelijk alleen tralies, voor ventilatie en tegen diefstal. Van 1872 tot 1910 korenbeurs. Sinds 1945 studenten-, later jongerensociëteit.;
nee;25;Voormalig postkantoor/TOP;Hippolytusbuurt 14;12.00-17.00;12.00-17.00;Jan Brouwer;06-21811431;;;nee;HYPO de Kunstsuper;Opvallend breed pand, in oorsprong woonhuis van de Delftse patriciërsfamilie Van Schuijlenburch, met voorgevel uit ca. 1800. In 1890 verbouwd tot postkantoor waarbij de, mogelijk van elders afkomstige, natuurstenen ingangspartij werd aangebracht. In 1925 is die ingang iets naar links verplaatst. In 1957 inwendig volledig verbouwd en aan achterzijde vernieuwd en uitgebreid als hoofdpostkantoor. In 2006 in gebruik genomen als Technisch Ontmoetingspunt ‘TOP’.;
nee;26;Gereedschapmuseum Mensert;Drie Akerstraat 9;10.00-17.00;12.00-17.00;W. Mensert;015-2190092;06-51508468;ja;nee;In het museum is een tentoonstelling over de bierhistorie van delft en op zaterdag wordt er bier gebrouwen. Presentatie over de groene planten in het bierbrouwproces.;Voormalig koelgebouw, ofwel 'ijskelder', uit 1892-1893 op achterterrein van de ‘De Gekroonde P’, de laatst overgebleven bierbrouwerij in Delft, gelegen aan de Voorstraat. Na sluiting van de brouwerij bedrijfsgebouw, onder meer conservenfabriek en destilleerderij. In 1992 hersteld en verbouwd, deels als kantoor, deels als Gereedschapmuseum Mensert. De toen aangebrachte dakopbouw herinnert aan vroegere houten opbouw met koelroosters. Interessante museumcollectie, voornamelijk gericht op de bouwnijverheid. Men kan er zien met welke middelen de panden werden gebouwd die nu als monument bekend staan.;
nee;27;Oude TU Bibliotheek;Raam 180;10.00-17.00;12.00-17.00;;;;ja;nee;Zaterdag om 14.00 uur zullen een wethouder van Delft en een statenlid van de Proviciale Staten Zuid Holland de herbestemmingsroute officieel openen. Themabus ProBiblio met interactief programma (doorlopend). Presentatie herbestemmingsproject Out of the Box! door Delftse basisscholen (doorlopend). Familie dansvoorstelling, openingsact om 14.00 uur, optreden 16.00 uur. Basket bungee jump (doorlopend). Rondleidingen (o.a. klokketoren). Voor meer informatie www.provinciezuid-holland.nl/herbestemming;;
nee;28;De Waag;Markt 11;10.00-17.00;11.30-17.00;;;;;nee;;In huidige omvang in 1644 ontstaan door samenvoeging van twee panden. Gedeelte bovenverdieping in 1674 in gebruik genomen door gilde van goud- en zilversmeden, ander gedeelte in 1767 door apothekersgilde. Voor- en achtergevel grotendeels vernieuwt in 1770. Pui met twee grote deuren aan voorzijde en twee poortomlijstingen in achtergevel nog 17de-eeuws. Twee gevelstenen herinneren aan de gildekamers. De functie van waag, die nog tot ca 1960 bestond, is afgebeeld in het fronton van de voorgevel. Later o.a. theater, nu grand café.;
nee;29;Beiaardiershuisje;Kerkstraat 25;10.00-17.00;12.00-17.00;Kamiel Naaktgeboren;015-2142738;;nee;nee;;Huisje, in oorsprong mogelijk 16de-eeuws. In 1660 woning van stadsbeiaardier Hendrick van Stroonburgh. Inwendig oude eiken balklaag, spiltrap en kapspant. Het huisje kreeg eind 18de of begin 19de eeuw een klokgevel. Het werd gekocht door de 'Vereeniging Kunst aan het Volk' die het in 1927 liet restaureren en het daarna aan de gemeente overdroeg. Die vestigde er een beiaardschool in, onder leiding van beiaardier-organist Jan Hendrik Storm. ;
nee;30;Maria van Jessekerk;Burgwal 20;10.00-17.00;12.00-17.00;Jan Somers;015-2123659;;;ja;;Neogotische rooms-katholieke parochiekerk, in twee fases gebouwd in de periode 1875-1882. Ontwerp van E.J. Margry, een leerling van Ph. Cuijpers. Oorspronkelijk kerk van de St. Jozefparochie. Na samenvoeging met Hippolytusparochie in 1971 met de naam Maria van Jessekerk. Bijzonder interieur. Preekstoel uit 1903, ontworpen door J. Tonnaer. Rijke veelkleurige interieurschilderingen uit 1904-1905. De restauratie daarvan kwam gereed in 2007 als laatste fase van een ingrijpende restauratie van het gebouw. Het grote monumentale Maarschalkerweerdorgel is nog in restauratie.;
nee;31;Synagoge Delft;Koornmarkt 12;10.00-17.00;12.00-17.00;Rudi Westerveld;015-2617202;;ja;ja;“150 jaar Synagoge Delft” Tentoonstelling Architectuur Nederlandse Synagogen. In de synagoge is de tentoonstelling Architectuur Nederlandse Synagogen met foto’s van de cineast en fotograaf Willy Lindwer te bezichtigen. Zie http://www.synagogedelft.nl;Synagoge in 1861-1862 gebouwd naar ontwerp van civiel ingenieur Leon Winkel. Uitgevoerd in neoclassicistische stijl, met een fraai Ionisch tempelfront. Inwendig is de oorspronkelijke arke nog aanwezig. In de Tweede Wereldoorlog verloor het helaas zijn oorspronkelijke functie en na de bevrijding kreeg het verschillende bestemmingen en raakte het in verval. In 1974 werd het gerestaureerd als onderdeel van de Vrije Akademie aan de Koornmarkt (VAK) die in 1991 naar de Westvest verhuisde. Sinds 1996 in bezit van de Stichting Behoud Synagoge en gebruikt voor passende culturele activiteiten. ;
nee;32;Museum Paul Tétar van Elven;Koornmarkt 67;10.00-17.00;12.00-17.00;Alexandra Oostdijk;015-2124206;;;nee;Tentoonstelling over de Koornmarkt.;Oorspronkelijk woonhuis uit de 16de eeuw met links een poort. Poort overbouwd en pand verhoogt in eerste kwart van de 18de eeuw, waarbij de huidige voorgevel in Lodewijk XIV-stijl werd opgetrokken. Ramen met kleine ruitjes begin 19de eeuw vervangen door ramen in Empirestijl met grotere ruiten en decoratief snijwerk aan bovenzijde. Pand van 1864 tot 1894 bewoond door kunstschilder en kunstverzamelaar Paul Tétar van Elven die er enige stijlkamers inrichtte. Sedert 1927 museum voor zijn collectie.;
nee;33;Legermuseum (Armamentarium);Korte Geer 1;12.00-17.00;12.00-17.00;Sarah-Jane Earle;015-2150592 ;06-23593898;ja;ja;Gratis rondleidingen. Bewonder het ‘groen van toen’ met de bijzondere voertuigen. Geniet van de muziekoptredens. Zondag: Kunst Krijg & Kitsch (neem uw eigen militair historische objecten mee en laat de herkomst ervan door de conservatoren bepalen). Kijk voor meer informatie en specifieke tijden op www.legermuseum.nl ;"Voormalig artilleriemagazijn van de Staten van Holland en West-Friesland. Oudste deel van het complex, op de punt van het terrein, uit 1601-1602, verbouwd in 18de eeuw waarbij de hoge bovenverdieping met hoge ramen ontstond. Tussenvleugel uit 1660; het zeer grote arsenaalgebouw uit 1692. Complex in 1802 nog uitgebreid met het voormalige Oost-Indisch pakhuis. Bij restauratie in 1981-1989 zijn veel constructieve gebreken ongedaan gemaakt en nieuwe voorzieningen aangebracht ten behoeve van de huisvesting van het Nederlands Leger- en Wapenmuseum.";
nee;34;Villa Vrijenban;Nieuwe plantage 58;12.00-17.00;12.00-17.00;Ingeborg Gravesteyn;;06-44063151;;nee;;;
nee;35;Watertoren;Kalverbos;12.00-17.00;12.00-17.00;;;;;nee;Boven in ligt een verrassend restaurant en helemaal boven hebt u een fenomenaal uitzicht. Gezien de grote belangstelling hanteren wij het principe wie het eerst komt… Zaterdag tussen 12.00-16.00 uur Abseilen vanaf de Watertoren. Voor meer informatie www.provinciezuid-holland.nl/herbestemming;;
nee;36;Pastoor van Arskerk;Kappeyene van de Coppellostraat 4;12.00-17.00;12.00-17.00;;;;;nee;Modeshows (op zondag, kijk op internet voor de tijden). Optreden Jong talent (doorlopend). Fototentoonstelling herbestemming kerken. Voor meer informatie www.provinciezuid-holland.nl/herbestemming;;
nee;37;Franciscus en Clara Kerk;Raamstraat 76;10.00-17.00;13.00-17.00;Dhr. Den Besten;015-2133768;;ja;ja;Er zijn informanten aanwezig.;Ontwerp van Jacques van Gils (1865-1919) in een mengeling van neo-romaanse en neonbyzantijnse stijl. Gebouwd 1908-1910 en gewijd aan de martelaren van Gorkum, franciscaner monniken die werden geleid door Nicolaas Pieck, die bij den Briel werden vermoord. Gebouw op kruisvormige plattegrond met grote centrale ruimte onder een gemetseld koepelgewelf, rustend op vier pijlers en grote bogen. Aansluitende beuken met houten gewelven. In interieur o.m. bouwkeramiek van de Porcelyne Fles en decoratieve schilderingen.;
nee;38;Botanische tuin;Poortlandplein 6;10.00-17.00;10.00-17.00;G.H.vd Veen;015-2850009;06-51351950;nee;ja;Bijententoolstelling;Oorspronkelijk was de Botanische Tuin een cultuurtuin voor technische gewassen voor onder meer constructieve, medicinale en chemische toepassingen. De tuin is in 1916-1917 ontstaan op initiatief van professor G. van Iterson jr..  De tuin ligt achter het gebouw van Technische Botanie dat aan de Julianalaan staat en waarmee de tuin vroeger een directe relatie had. De Botanische Tuin bestaat nu uit vier delen: de bomentuin, de kruidentuin, de middentuin met een- en tweejarige gewassen en de kassen uit 1917 van de Duitse firma Gustav Röder met tropische en subtropische planten. De collectie van de Botanische Tuin is onderdeel van de Nationale Plantencollectie. ;
nee;39;St. Huybrechtstoren;Oostplantsoen 140;;12.00-17.00;D.G. Kooiman;015-2145553;;ja;nee;;;
ja;2;Agnetapark;Agnetapark;openbaar;openbaar;;;;ja;ja;Rondleidingen. Zaterdag 11.00 en 14.00 uur. Zondag 14.00 uur.;Oude Park. Op initiatief van J.C. van Marken, eigenaar van de Koninklijke Gist- en Spiritusfabriek, werd  in 1882 de eerste fabriekskolonie in Nederland aangelegd. Deze fabriekskolonie werd Agnetapark genoemd naar de vrouw van Van Marken, Agneta Matthes. Van Marken vond dat zijn arbeiders in een gezonde en groene omgeving moesten wonen. Hij gaf landschapsarchitect L.P. Zocher  opdracht een plan voor de kolonie te maken. Zocher maakte rond 1882 een ontwerp in landschapsstijl. Het centrale deel van het gebied wordt in beslag genomen door een park met een grillige vijver en losstaande  bomen, zoals treurwilgen. Aan deze vijver stond het huis van Van Marken, dat in de jaren tachtig is afgebroken.  Op de plek waar hun huis heeft gestaan, staan nu twee gedenkmonumenten, één voor Van Marken en één voor zijn vrouw. Langs gebogen lanen zonder trottoir liggen de woningen voor de arbeiders die van de weg en van elkaar worden gescheiden door ligusterhagen. Architecten E.  Gugel en zijn assistent F.L.M.  Kerkhof tekenden het ontwerp van de woningen. Nieuwe Park. In 1925-1929 werd het Agnetapark uitgebreid met het zogenaamde Nieuwe Park. Architect  J.  Gratama maakte het ontwerp van de woningen en  landschapsarchitect H. Roeters van  Lennep was verantwoordelijk voor de parkaanleg . Roeters van Lennep hanteerde voor het Nieuwe Park een architectonische stijl. In tegenstelling tot het Oude Park is het stratenpatroon en de groenaanleg van het Nieuwe Park rechthoekiger en strakker  van vorm. De bebouwing van het Nieuwe Park is om een centrale, rechthoekige vijver gegroepeerd. In het zuidelijke deel liggen twee openbare binnentuinen, waarvan er een als speelplek was ingericht en de ander gebruikt werd voor schooltuinen. Ook in het Nieuwe Park zijn de hagen aan de voor- en achterzijde van de woningen doorgezet. Bijzonder is dat zowel in het Oude als Nieuwe Park de bebouwing en het groen een geheel vormen.;
ja;3;Wilhelminapark;Wilhelminapark;openbaar;openbaar;;;;ja;ja;Rondleidingen. Zaterdag 11.00 en 14.00 uur. Zondag 14.00 uur.;;
ja;4;Prinsenhoftuin;Prinsenhoftuin;openbaar;openbaar;;;;ja;ja;Rondleidingen. Zaterdag 11.00 en 14.00 uur. Zondag 14.00 uur.;;
ja;5;Hofje van Pauw;Paardenmarkt 55;10.00-17.00;12.00-17.00;Nico van der Drift;015-2136503;;nee;ja;De woningen in aan het hofje worden niet opengesteld. Het hofje heeft een prachtige tuin. Daarnaast bevind zich in het hofje een monumentale boom, een eeuwenoude moerbeiboom.;Hofje, in 1707 bij testament gesticht door Elizabeth Pauw voor arme alleenwonende vrouwen. Zij was weduwe van achtereenvolgens Johan van der Dussen en zijn neef Dirck van der Dussen, beiden burgemeester van Delft. Elizabeth bleef kinderloos en liet een flink kapitaal na om het hofje te stichten. Complex met poortgebouwtje met boven de doorgang de voormalige regentenkamer, en daarachter ruime tuin waarin drie blokjes met in totaal acht woningen staan. Thans in gebruik bij Ipse. In poortgebouw praktijkruimte.;
ja;6;Doelentuin;Doelentuin;openbaar;openbaar;;;;ja;ja;Rondleidingen;;
ja;7;Jan Vermeer tuinen;Rietveld 129;;11.30-17.00;Saskia Hulsker;015-2145684;06-39378770;nee;ja;;;
ja;8;Fruittuinen en hoofdgebouw St. Joris;Sint-Jorisweg 2;10.00-16.00;;Jan Willem vd Ree;015-2607572;06-12081742;;ja;;Het middeleeuwse Sint Jorisgasthuis aan het Noordeinde diende om geestelijk gestoorden onder te brengen en stond bekend als 'Dolhuis'. Midden 19de eeuw ontstond daaruit de psychiatrische inrichting, het 'Sint-Jorisgesticht', aan het Koningsplein. Buiten de binnenstad kreeg dit in 1894-1895 een grote uitbreiding in de vorm van een 'buitengesticht', met afzonderlijke woonpaviljoens, alles ontworpen door gemeentearchitect M.A.C. Hartman. Alleen het fraaie hoofdgebouw en de eraan vastgebouwde kapel bleven behouden. In het gebouw is een collectie over de historie van het gasthuis en de psychiatrische verpleging te bezichtigen.;
